danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.728,0.398,7,-11.036,1,0.027,0.34,0.0,0.137,0.425,95.959,audio_features,2mEAWmVDub6PSF8pZXInrS,spotify:track:2mEAWmVDub6PSF8pZXInrS,https://api.spotify.com/v1/tracks/2mEAWmVDub6PSF8pZXInrS,https://api.spotify.com/v1/audio-analysis/2mEAWmVDub6PSF8pZXInrS,194760,4
0.392,0.608,2,-9.797,1,0.0719,0.289,9.97e-05,0.261,0.565,95.381,audio_features,3onPZQxZ9igu7plus3rK7D,spotify:track:3onPZQxZ9igu7plus3rK7D,https://api.spotify.com/v1/tracks/3onPZQxZ9igu7plus3rK7D,https://api.spotify.com/v1/audio-analysis/3onPZQxZ9igu7plus3rK7D,183120,4
0.757,0.416,2,-14.597,1,0.0665,0.328,0.00119,0.0535,0.714,125.038,audio_features,1MQYA59Whe8zRBnGqgAvMP,spotify:track:1MQYA59Whe8zRBnGqgAvMP,https://api.spotify.com/v1/tracks/1MQYA59Whe8zRBnGqgAvMP,https://api.spotify.com/v1/audio-analysis/1MQYA59Whe8zRBnGqgAvMP,215907,4
0.651,0.527,1,-12.564,1,0.0283,0.559,0.00104,0.107,0.698,90.619,audio_features,27QrAETf4eB2J533ktttTw,spotify:track:27QrAETf4eB2J533ktttTw,https://api.spotify.com/v1/tracks/27QrAETf4eB2J533ktttTw,https://api.spotify.com/v1/audio-analysis/27QrAETf4eB2J533ktttTw,190733,4
0.431,0.321,9,-11.27,1,0.0297,0.0378,0.0,0.0936,0.262,79.478,audio_features,6dko4bgiL9XsKjUiqYN5V4,spotify:track:6dko4bgiL9XsKjUiqYN5V4,https://api.spotify.com/v1/tracks/6dko4bgiL9XsKjUiqYN5V4,https://api.spotify.com/v1/audio-analysis/6dko4bgiL9XsKjUiqYN5V4,176133,3
0.633,0.444,2,-14.09,1,0.0264,0.173,3.33e-06,0.0821,0.45,106.111,audio_features,17zj9e1nYLJaKjqKuwWCht,spotify:track:17zj9e1nYLJaKjqKuwWCht,https://api.spotify.com/v1/tracks/17zj9e1nYLJaKjqKuwWCht,https://api.spotify.com/v1/audio-analysis/17zj9e1nYLJaKjqKuwWCht,183600,3
0.551,0.214,0,-16.631,0,0.0282,0.47,0.0,0.141,0.294,75.268,audio_features,5j2yIrnbgDW51GM95ZjqDj,spotify:track:5j2yIrnbgDW51GM95ZjqDj,https://api.spotify.com/v1/tracks/5j2yIrnbgDW51GM95ZjqDj,https://api.spotify.com/v1/audio-analysis/5j2yIrnbgDW51GM95ZjqDj,171907,4
0.611,0.616,9,-10.749,1,0.063,0.17,0.000189,0.611,0.853,168.876,audio_features,0t2EyDBuMiQ3iHi3rXrFtR,spotify:track:0t2EyDBuMiQ3iHi3rXrFtR,https://api.spotify.com/v1/tracks/0t2EyDBuMiQ3iHi3rXrFtR,https://api.spotify.com/v1/audio-analysis/0t2EyDBuMiQ3iHi3rXrFtR,186707,4
0.377,0.479,7,-9.774,1,0.0435,0.278,0.0109,0.136,0.399,80.463,audio_features,63fI8hzSrsXNGl0CMju2DW,spotify:track:63fI8hzSrsXNGl0CMju2DW,https://api.spotify.com/v1/tracks/63fI8hzSrsXNGl0CMju2DW,https://api.spotify.com/v1/audio-analysis/63fI8hzSrsXNGl0CMju2DW,386027,4
0.654,0.259,4,-16.728,1,0.0304,0.726,0.0,0.0541,0.466,112.1,audio_features,6NaQDBNUP6LcsZklHizAki,spotify:track:6NaQDBNUP6LcsZklHizAki,https://api.spotify.com/v1/tracks/6NaQDBNUP6LcsZklHizAki,https://api.spotify.com/v1/audio-analysis/6NaQDBNUP6LcsZklHizAki,292627,4
0.567,0.57,10,-9.926,1,0.0295,0.317,0.0,0.205,0.645,88.851,audio_features,3cPgnLawNeUl9YsZIBdsrs,spotify:track:3cPgnLawNeUl9YsZIBdsrs,https://api.spotify.com/v1/tracks/3cPgnLawNeUl9YsZIBdsrs,https://api.spotify.com/v1/audio-analysis/3cPgnLawNeUl9YsZIBdsrs,159667,4
0.697,0.588,7,-9.416,1,0.0759,0.305,0.0,0.117,0.816,115.339,audio_features,5i3m1HZBzurdMu9zzjBY7r,spotify:track:5i3m1HZBzurdMu9zzjBY7r,https://api.spotify.com/v1/tracks/5i3m1HZBzurdMu9zzjBY7r,https://api.spotify.com/v1/audio-analysis/5i3m1HZBzurdMu9zzjBY7r,162840,4
0.556,0.426,2,-12.543,1,0.0278,0.542,0.0,0.312,0.469,106.029,audio_features,4PsXJjKjUQzuX5o9UAsNF2,spotify:track:4PsXJjKjUQzuX5o9UAsNF2,https://api.spotify.com/v1/tracks/4PsXJjKjUQzuX5o9UAsNF2,https://api.spotify.com/v1/audio-analysis/4PsXJjKjUQzuX5o9UAsNF2,238748,4
0.82,0.529,6,-10.08,0,0.0385,0.366,0.0,0.09,0.853,112.114,audio_features,0BM8wPzuihqUE561Poj2b7,spotify:track:0BM8wPzuihqUE561Poj2b7,https://api.spotify.com/v1/tracks/0BM8wPzuihqUE561Poj2b7,https://api.spotify.com/v1/audio-analysis/0BM8wPzuihqUE561Poj2b7,146467,4
0.439,0.153,9,-12.319,1,0.0333,0.947,0.000202,0.118,0.18,135.256,audio_features,269tQZZrPkJrWTpgK915BW,spotify:track:269tQZZrPkJrWTpgK915BW,https://api.spotify.com/v1/tracks/269tQZZrPkJrWTpgK915BW,https://api.spotify.com/v1/audio-analysis/269tQZZrPkJrWTpgK915BW,173960,4
0.638,0.377,2,-15.64,1,0.0341,0.572,0.0,0.102,0.778,81.911,audio_features,4VF5XIZ7EiMfLElRzYG2E8,spotify:track:4VF5XIZ7EiMfLElRzYG2E8,https://api.spotify.com/v1/tracks/4VF5XIZ7EiMfLElRzYG2E8,https://api.spotify.com/v1/audio-analysis/4VF5XIZ7EiMfLElRzYG2E8,199600,4
0.615,0.572,2,-10.105,1,0.0307,0.387,5.08e-05,0.141,0.544,114.016,audio_features,1U4u5ludTymnG9tMuHS02b,spotify:track:1U4u5ludTymnG9tMuHS02b,https://api.spotify.com/v1/tracks/1U4u5ludTymnG9tMuHS02b,https://api.spotify.com/v1/audio-analysis/1U4u5ludTymnG9tMuHS02b,251267,4
0.615,0.335,7,-12.372,1,0.0251,0.697,0.0,0.122,0.441,90.956,audio_features,4txNtoBnQ3OgazfeTS8iGP,spotify:track:4txNtoBnQ3OgazfeTS8iGP,https://api.spotify.com/v1/tracks/4txNtoBnQ3OgazfeTS8iGP,https://api.spotify.com/v1/audio-analysis/4txNtoBnQ3OgazfeTS8iGP,241027,4
0.549,0.287,5,-13.135,1,0.0362,0.373,0.0,0.115,0.382,132.439,audio_features,51EKPuV1uAWryjNMqZLtgJ,spotify:track:51EKPuV1uAWryjNMqZLtgJ,https://api.spotify.com/v1/tracks/51EKPuV1uAWryjNMqZLtgJ,https://api.spotify.com/v1/audio-analysis/51EKPuV1uAWryjNMqZLtgJ,231027,4
0.613,0.453,5,-13.595,1,0.0593,0.457,0.0,0.111,0.772,170.132,audio_features,2QaKxNtOx8bT7Q8ogqB7P6,spotify:track:2QaKxNtOx8bT7Q8ogqB7P6,https://api.spotify.com/v1/tracks/2QaKxNtOx8bT7Q8ogqB7P6,https://api.spotify.com/v1/audio-analysis/2QaKxNtOx8bT7Q8ogqB7P6,203238,4
0.443,0.551,2,-9.672,1,0.0369,0.242,0.000106,0.0612,0.545,95.745,audio_features,35t1qEtVm1LBfOOzWrtDRf,spotify:track:35t1qEtVm1LBfOOzWrtDRf,https://api.spotify.com/v1/tracks/35t1qEtVm1LBfOOzWrtDRf,https://api.spotify.com/v1/audio-analysis/35t1qEtVm1LBfOOzWrtDRf,321921,4
0.551,0.269,2,-9.782,1,0.028,0.54,0.0,0.103,0.476,76.511,audio_features,2VPnnOGXmejtKqxGY4jg66,spotify:track:2VPnnOGXmejtKqxGY4jg66,https://api.spotify.com/v1/tracks/2VPnnOGXmejtKqxGY4jg66,https://api.spotify.com/v1/audio-analysis/2VPnnOGXmejtKqxGY4jg66,209467,4
0.619,0.392,7,-11.967,1,0.0304,0.323,1.25e-05,0.123,0.334,125.868,audio_features,5K8MiZ3xJD57Z77EOCZGaI,spotify:track:5K8MiZ3xJD57Z77EOCZGaI,https://api.spotify.com/v1/tracks/5K8MiZ3xJD57Z77EOCZGaI,https://api.spotify.com/v1/audio-analysis/5K8MiZ3xJD57Z77EOCZGaI,188720,4
0.597,0.628,5,-14.06,1,0.0351,0.247,1.9e-05,0.199,0.77,95.33,audio_features,1ADDagtKH24eNO8eJ6II6j,spotify:track:1ADDagtKH24eNO8eJ6II6j,https://api.spotify.com/v1/tracks/1ADDagtKH24eNO8eJ6II6j,https://api.spotify.com/v1/audio-analysis/1ADDagtKH24eNO8eJ6II6j,182200,4
0.589,0.848,5,-10.998,1,0.0383,0.108,0.127,0.125,0.913,147.564,audio_features,7xRind9RPsvGHWR0qbGmfE,spotify:track:7xRind9RPsvGHWR0qbGmfE,https://api.spotify.com/v1/tracks/7xRind9RPsvGHWR0qbGmfE,https://api.spotify.com/v1/audio-analysis/7xRind9RPsvGHWR0qbGmfE,126587,4
0.764,0.448,0,-12.371,1,0.0336,0.249,0.0,0.107,0.868,124.226,audio_features,1IyktkUQ3ktjlc6eDXG967,spotify:track:1IyktkUQ3ktjlc6eDXG967,https://api.spotify.com/v1/tracks/1IyktkUQ3ktjlc6eDXG967,https://api.spotify.com/v1/audio-analysis/1IyktkUQ3ktjlc6eDXG967,199200,4
0.675,0.448,11,-13.175,0,0.0389,0.541,0.0135,0.126,0.441,101.344,audio_features,6uvT4Di9ZRBw5cbexZJDts,spotify:track:6uvT4Di9ZRBw5cbexZJDts,https://api.spotify.com/v1/tracks/6uvT4Di9ZRBw5cbexZJDts,https://api.spotify.com/v1/audio-analysis/6uvT4Di9ZRBw5cbexZJDts,182973,4
0.724,0.288,7,-13.873,1,0.0296,0.634,9.03e-06,0.144,0.403,109.431,audio_features,4yXvztnOOlSspO4W3MIsdd,spotify:track:4yXvztnOOlSspO4W3MIsdd,https://api.spotify.com/v1/tracks/4yXvztnOOlSspO4W3MIsdd,https://api.spotify.com/v1/audio-analysis/4yXvztnOOlSspO4W3MIsdd,170733,4
0.764,0.333,9,-15.921,1,0.0308,0.217,1.02e-05,0.11,0.738,130.541,audio_features,7k1Xm1wy00hCKJDYJL5p1n,spotify:track:7k1Xm1wy00hCKJDYJL5p1n,https://api.spotify.com/v1/tracks/7k1Xm1wy00hCKJDYJL5p1n,https://api.spotify.com/v1/audio-analysis/7k1Xm1wy00hCKJDYJL5p1n,200827,4
0.659,0.571,8,-13.609,1,0.0267,0.0926,0.000159,0.0696,0.961,139.27,audio_features,50iMY1vxRo3GiVvReK9Hxf,spotify:track:50iMY1vxRo3GiVvReK9Hxf,https://api.spotify.com/v1/tracks/50iMY1vxRo3GiVvReK9Hxf,https://api.spotify.com/v1/audio-analysis/50iMY1vxRo3GiVvReK9Hxf,203400,4
0.661,0.581,5,-9.67,1,0.032,0.423,0.0,0.11,0.863,91.11,audio_features,2KEu2z1f7TakR3KY4jGLzl,spotify:track:2KEu2z1f7TakR3KY4jGLzl,https://api.spotify.com/v1/tracks/2KEu2z1f7TakR3KY4jGLzl,https://api.spotify.com/v1/audio-analysis/2KEu2z1f7TakR3KY4jGLzl,180320,4
0.659,0.221,7,-20.219,1,0.0494,0.835,0.000396,0.139,0.56,117.945,audio_features,2XQUerfdDAi7Ncla2a4skr,spotify:track:2XQUerfdDAi7Ncla2a4skr,https://api.spotify.com/v1/tracks/2XQUerfdDAi7Ncla2a4skr,https://api.spotify.com/v1/audio-analysis/2XQUerfdDAi7Ncla2a4skr,245573,3
0.333,0.232,8,-14.605,1,0.0366,0.785,0.000548,0.252,0.398,144.788,audio_features,4BcrWCZPXuoGU0SnAsJW1s,spotify:track:4BcrWCZPXuoGU0SnAsJW1s,https://api.spotify.com/v1/tracks/4BcrWCZPXuoGU0SnAsJW1s,https://api.spotify.com/v1/audio-analysis/4BcrWCZPXuoGU0SnAsJW1s,197400,4
0.644,0.304,0,-15.664,1,0.0363,0.449,0.0,0.715,0.68,79.099,audio_features,6BtBykwKhMjp4XDGc1ll1B,spotify:track:6BtBykwKhMjp4XDGc1ll1B,https://api.spotify.com/v1/tracks/6BtBykwKhMjp4XDGc1ll1B,https://api.spotify.com/v1/audio-analysis/6BtBykwKhMjp4XDGc1ll1B,205867,4
0.61,0.518,4,-15.036,1,0.0288,0.262,0.0,0.0766,0.897,97.707,audio_features,4p0WEALPRSImOlp0glMiDM,spotify:track:4p0WEALPRSImOlp0glMiDM,https://api.spotify.com/v1/tracks/4p0WEALPRSImOlp0glMiDM,https://api.spotify.com/v1/audio-analysis/4p0WEALPRSImOlp0glMiDM,168240,4
0.599,0.47,6,-10.477,0,0.0337,0.549,2.47e-05,0.304,0.811,200.631,audio_features,2ZBey93WnEJiK6dq9fNNeW,spotify:track:2ZBey93WnEJiK6dq9fNNeW,https://api.spotify.com/v1/tracks/2ZBey93WnEJiK6dq9fNNeW,https://api.spotify.com/v1/audio-analysis/2ZBey93WnEJiK6dq9fNNeW,196293,4
0.522,0.651,9,-9.817,1,0.0465,0.115,0.0,0.0585,0.818,111.01,audio_features,225W9qCk2o51QyFZiEVDW9,spotify:track:225W9qCk2o51QyFZiEVDW9,https://api.spotify.com/v1/tracks/225W9qCk2o51QyFZiEVDW9,https://api.spotify.com/v1/audio-analysis/225W9qCk2o51QyFZiEVDW9,203240,4
0.647,0.233,7,-13.15,1,0.0361,0.424,0.00142,0.0914,0.403,165.928,audio_features,4uhDXoLPOR60UWIQNfdJjk,spotify:track:4uhDXoLPOR60UWIQNfdJjk,https://api.spotify.com/v1/tracks/4uhDXoLPOR60UWIQNfdJjk,https://api.spotify.com/v1/audio-analysis/4uhDXoLPOR60UWIQNfdJjk,245733,4
0.384,0.186,3,-16.432,0,0.0342,0.9,0.00179,0.0932,0.229,136.903,audio_features,1K0D6h6dONn8PYlF1pphQy,spotify:track:1K0D6h6dONn8PYlF1pphQy,https://api.spotify.com/v1/tracks/1K0D6h6dONn8PYlF1pphQy,https://api.spotify.com/v1/audio-analysis/1K0D6h6dONn8PYlF1pphQy,235400,4
0.715,0.238,9,-21.114,1,0.0317,0.579,0.000931,0.138,0.486,108.131,audio_features,7fw6XQdMN9BszacQxoz4gZ,spotify:track:7fw6XQdMN9BszacQxoz4gZ,https://api.spotify.com/v1/tracks/7fw6XQdMN9BszacQxoz4gZ,https://api.spotify.com/v1/audio-analysis/7fw6XQdMN9BszacQxoz4gZ,251600,4
0.387,0.322,2,-13.348,1,0.0378,0.181,0.0145,0.205,0.258,114.762,audio_features,0dlNwpfDzFIKdtuJSnHbzK,spotify:track:0dlNwpfDzFIKdtuJSnHbzK,https://api.spotify.com/v1/tracks/0dlNwpfDzFIKdtuJSnHbzK,https://api.spotify.com/v1/audio-analysis/0dlNwpfDzFIKdtuJSnHbzK,183453,3
0.618,0.271,7,-13.695,1,0.026,0.723,0.000558,0.129,0.264,78.334,audio_features,3eIc0XWlqNkT290DfwNyBJ,spotify:track:3eIc0XWlqNkT290DfwNyBJ,https://api.spotify.com/v1/tracks/3eIc0XWlqNkT290DfwNyBJ,https://api.spotify.com/v1/audio-analysis/3eIc0XWlqNkT290DfwNyBJ,251560,4
0.464,0.526,9,-9.982,1,0.0448,0.119,0.0,0.124,0.754,109.605,audio_features,7BjmEKAVTnJNkRNaUzBy2K,spotify:track:7BjmEKAVTnJNkRNaUzBy2K,https://api.spotify.com/v1/tracks/7BjmEKAVTnJNkRNaUzBy2K,https://api.spotify.com/v1/audio-analysis/7BjmEKAVTnJNkRNaUzBy2K,218613,4
0.592,0.469,8,-12.276,1,0.0268,0.0872,0.0,0.0605,0.88,144.152,audio_features,2CpnNgpSYSjwkyXAJqHSnP,spotify:track:2CpnNgpSYSjwkyXAJqHSnP,https://api.spotify.com/v1/tracks/2CpnNgpSYSjwkyXAJqHSnP,https://api.spotify.com/v1/audio-analysis/2CpnNgpSYSjwkyXAJqHSnP,170147,4
0.653,0.657,4,-11.966,1,0.0316,0.0582,0.00139,0.349,0.96,117.972,audio_features,58hXpQTyQLiskPd5XiLzFQ,spotify:track:58hXpQTyQLiskPd5XiLzFQ,https://api.spotify.com/v1/tracks/58hXpQTyQLiskPd5XiLzFQ,https://api.spotify.com/v1/audio-analysis/58hXpQTyQLiskPd5XiLzFQ,188893,4
0.796,0.337,5,-18.041,1,0.0334,0.22,0.0,0.115,0.858,106.923,audio_features,2h1Xj6D76ygKS3tu9DgIY5,spotify:track:2h1Xj6D76ygKS3tu9DgIY5,https://api.spotify.com/v1/tracks/2h1Xj6D76ygKS3tu9DgIY5,https://api.spotify.com/v1/audio-analysis/2h1Xj6D76ygKS3tu9DgIY5,174640,4
0.747,0.415,0,-14.366,1,0.03,0.141,0.29,0.462,0.441,111.721,audio_features,2zPIhmitmDGUjW1JQQ1PeG,spotify:track:2zPIhmitmDGUjW1JQQ1PeG,https://api.spotify.com/v1/tracks/2zPIhmitmDGUjW1JQQ1PeG,https://api.spotify.com/v1/audio-analysis/2zPIhmitmDGUjW1JQQ1PeG,185040,4
0.691,0.497,11,-13.248,1,0.0473,0.038,5.94e-06,0.0859,0.701,103.893,audio_features,5fv9qtXwNV6Xx3P9bRed5i,spotify:track:5fv9qtXwNV6Xx3P9bRed5i,https://api.spotify.com/v1/tracks/5fv9qtXwNV6Xx3P9bRed5i,https://api.spotify.com/v1/audio-analysis/5fv9qtXwNV6Xx3P9bRed5i,247040,4
0.622,0.749,9,-10.201,1,0.0301,0.178,0.603,0.111,0.78,145.018,audio_features,0NBKvnJAAG865ENj9bOhvD,spotify:track:0NBKvnJAAG865ENj9bOhvD,https://api.spotify.com/v1/tracks/0NBKvnJAAG865ENj9bOhvD,https://api.spotify.com/v1/audio-analysis/0NBKvnJAAG865ENj9bOhvD,286120,4
0.607,0.32,6,-13.036,1,0.03,0.582,0.0,0.168,0.234,89.78,audio_features,1Eu8T7TxbcrlZ1oE8Eccxd,spotify:track:1Eu8T7TxbcrlZ1oE8Eccxd,https://api.spotify.com/v1/tracks/1Eu8T7TxbcrlZ1oE8Eccxd,https://api.spotify.com/v1/audio-analysis/1Eu8T7TxbcrlZ1oE8Eccxd,189933,3
0.666,0.42,4,-12.28,1,0.0255,0.699,0.0511,0.142,0.34,90.794,audio_features,3Fa7jdzVHdykpioJP1Qw7Z,spotify:track:3Fa7jdzVHdykpioJP1Qw7Z,https://api.spotify.com/v1/tracks/3Fa7jdzVHdykpioJP1Qw7Z,https://api.spotify.com/v1/audio-analysis/3Fa7jdzVHdykpioJP1Qw7Z,214924,4
0.871,0.714,10,-6.413,1,0.0307,0.237,1.94e-06,0.072,0.962,106.797,audio_features,56BG1hMSEkIN7IA2E4xNuN,spotify:track:56BG1hMSEkIN7IA2E4xNuN,https://api.spotify.com/v1/tracks/56BG1hMSEkIN7IA2E4xNuN,https://api.spotify.com/v1/audio-analysis/56BG1hMSEkIN7IA2E4xNuN,179653,4
0.348,0.0834,5,-16.06,1,0.0299,0.849,6.12e-06,0.123,0.138,82.98,audio_features,1KzxCdjKTNAm7xaN4l3aT9,spotify:track:1KzxCdjKTNAm7xaN4l3aT9,https://api.spotify.com/v1/tracks/1KzxCdjKTNAm7xaN4l3aT9,https://api.spotify.com/v1/audio-analysis/1KzxCdjKTNAm7xaN4l3aT9,237227,4
0.712,0.633,11,-11.593,0,0.055,0.4,0.000231,0.157,0.884,90.401,audio_features,1O2AIet2IjgK6A4vrJQPAK,spotify:track:1O2AIet2IjgK6A4vrJQPAK,https://api.spotify.com/v1/tracks/1O2AIet2IjgK6A4vrJQPAK,https://api.spotify.com/v1/audio-analysis/1O2AIet2IjgK6A4vrJQPAK,230400,4
0.525,0.452,8,-12.955,1,0.0367,0.539,1.69e-05,0.201,0.349,117.939,audio_features,3PXQ2eDbT2yvMLZERfZT6a,spotify:track:3PXQ2eDbT2yvMLZERfZT6a,https://api.spotify.com/v1/tracks/3PXQ2eDbT2yvMLZERfZT6a,https://api.spotify.com/v1/audio-analysis/3PXQ2eDbT2yvMLZERfZT6a,228867,4
0.626,0.247,8,-14.287,1,0.026,0.309,0.0,0.0757,0.43,94.072,audio_features,0Sr1buYAIXIHaYGIGKmfoN,spotify:track:0Sr1buYAIXIHaYGIGKmfoN,https://api.spotify.com/v1/tracks/0Sr1buYAIXIHaYGIGKmfoN,https://api.spotify.com/v1/audio-analysis/0Sr1buYAIXIHaYGIGKmfoN,175373,3
0.531,0.397,1,-7.63,1,0.027,0.583,0.0,0.13,0.235,99.822,audio_features,0uTVChzibEWKrXojPaJ9y1,spotify:track:0uTVChzibEWKrXojPaJ9y1,https://api.spotify.com/v1/tracks/0uTVChzibEWKrXojPaJ9y1,https://api.spotify.com/v1/audio-analysis/0uTVChzibEWKrXojPaJ9y1,217680,4
0.467,0.348,9,-11.972,1,0.0314,0.526,0.0,0.154,0.399,97.431,audio_features,1yQdRMM70pqNYSjdGHkfTZ,spotify:track:1yQdRMM70pqNYSjdGHkfTZ,https://api.spotify.com/v1/tracks/1yQdRMM70pqNYSjdGHkfTZ,https://api.spotify.com/v1/audio-analysis/1yQdRMM70pqNYSjdGHkfTZ,204387,4
0.685,0.718,0,-7.724,1,0.0521,0.122,0.0,0.0556,0.958,131.463,audio_features,0zvNHIL7ci0ZzIoWU6RO2u,spotify:track:0zvNHIL7ci0ZzIoWU6RO2u,https://api.spotify.com/v1/tracks/0zvNHIL7ci0ZzIoWU6RO2u,https://api.spotify.com/v1/audio-analysis/0zvNHIL7ci0ZzIoWU6RO2u,191067,4
0.632,0.591,10,-13.322,1,0.0502,0.395,0.0,0.0797,0.536,141.702,audio_features,3YuCV1BpUaitv016B5Lpcu,spotify:track:3YuCV1BpUaitv016B5Lpcu,https://api.spotify.com/v1/tracks/3YuCV1BpUaitv016B5Lpcu,https://api.spotify.com/v1/audio-analysis/3YuCV1BpUaitv016B5Lpcu,208160,4
0.695,0.502,4,-12.01,1,0.0279,0.327,0.0,0.097,0.543,117.083,audio_features,2s1gKDfyy4wTv5gzZleWUT,spotify:track:2s1gKDfyy4wTv5gzZleWUT,https://api.spotify.com/v1/tracks/2s1gKDfyy4wTv5gzZleWUT,https://api.spotify.com/v1/audio-analysis/2s1gKDfyy4wTv5gzZleWUT,223613,4
0.77,0.689,9,-14.337,1,0.312,0.384,0.0,0.231,0.805,110.866,audio_features,0AbYscoIblUGiNqn2Iw6fq,spotify:track:0AbYscoIblUGiNqn2Iw6fq,https://api.spotify.com/v1/tracks/0AbYscoIblUGiNqn2Iw6fq,https://api.spotify.com/v1/audio-analysis/0AbYscoIblUGiNqn2Iw6fq,196173,4
0.81,0.268,3,-16.733,1,0.0291,0.549,0.00886,0.0943,0.625,99.686,audio_features,29ZJSsfmcSJcShl44iXuP1,spotify:track:29ZJSsfmcSJcShl44iXuP1,https://api.spotify.com/v1/tracks/29ZJSsfmcSJcShl44iXuP1,https://api.spotify.com/v1/audio-analysis/29ZJSsfmcSJcShl44iXuP1,181427,4
0.607,0.904,2,-7.693,1,0.0435,0.13,0.0,0.134,0.877,146.831,audio_features,1yzyhrCfdwPgfWixsCELlH,spotify:track:1yzyhrCfdwPgfWixsCELlH,https://api.spotify.com/v1/tracks/1yzyhrCfdwPgfWixsCELlH,https://api.spotify.com/v1/audio-analysis/1yzyhrCfdwPgfWixsCELlH,178840,4
0.803,0.596,2,-9.184,0,0.0345,0.16,7.4e-06,0.101,0.724,104.833,audio_features,4uLE9ZJ2tPPO0RPBOs0KUC,spotify:track:4uLE9ZJ2tPPO0RPBOs0KUC,https://api.spotify.com/v1/tracks/4uLE9ZJ2tPPO0RPBOs0KUC,https://api.spotify.com/v1/audio-analysis/4uLE9ZJ2tPPO0RPBOs0KUC,213400,4
0.615,0.759,4,-7.722,1,0.045,0.693,0.0,0.0848,0.96,175.249,audio_features,5oheUEVCpJllnImTs5nNiS,spotify:track:5oheUEVCpJllnImTs5nNiS,https://api.spotify.com/v1/tracks/5oheUEVCpJllnImTs5nNiS,https://api.spotify.com/v1/audio-analysis/5oheUEVCpJllnImTs5nNiS,152507,4
0.707,0.546,4,-11.398,1,0.0429,0.191,7.37e-05,0.145,0.861,102.417,audio_features,7A7gHOXvDJ12CRfiZ18Uro,spotify:track:7A7gHOXvDJ12CRfiZ18Uro,https://api.spotify.com/v1/tracks/7A7gHOXvDJ12CRfiZ18Uro,https://api.spotify.com/v1/audio-analysis/7A7gHOXvDJ12CRfiZ18Uro,170267,4
0.805,0.57,4,-8.215,1,0.0272,0.194,1.46e-05,0.106,0.76,126.478,audio_features,6o7BCdJjGvHBBPMb4ZrA68,spotify:track:6o7BCdJjGvHBBPMb4ZrA68,https://api.spotify.com/v1/tracks/6o7BCdJjGvHBBPMb4ZrA68,https://api.spotify.com/v1/audio-analysis/6o7BCdJjGvHBBPMb4ZrA68,190800,4
0.617,0.752,2,-5.667,1,0.0241,0.0723,7.1e-06,0.202,0.809,104.791,audio_features,7HdSVjZimbY8w0DX8aHLMv,spotify:track:7HdSVjZimbY8w0DX8aHLMv,https://api.spotify.com/v1/tracks/7HdSVjZimbY8w0DX8aHLMv,https://api.spotify.com/v1/audio-analysis/7HdSVjZimbY8w0DX8aHLMv,156107,4
0.699,0.515,11,-10.816,0,0.0299,0.233,2.56e-06,0.0888,0.734,95.044,audio_features,4XZzz3KpYL7TSzRmSaIuiE,spotify:track:4XZzz3KpYL7TSzRmSaIuiE,https://api.spotify.com/v1/tracks/4XZzz3KpYL7TSzRmSaIuiE,https://api.spotify.com/v1/audio-analysis/4XZzz3KpYL7TSzRmSaIuiE,181667,4
0.747,0.46,7,-12.797,1,0.028,0.139,1.19e-06,0.0801,0.852,114.254,audio_features,6WJKrF37Bz6CKr3fOtxJHS,spotify:track:6WJKrF37Bz6CKr3fOtxJHS,https://api.spotify.com/v1/tracks/6WJKrF37Bz6CKr3fOtxJHS,https://api.spotify.com/v1/audio-analysis/6WJKrF37Bz6CKr3fOtxJHS,214880,4
0.696,0.527,8,-14.275,1,0.0329,0.108,0.000897,0.0377,0.974,128.962,audio_features,1wtcyTExLF8nZu9ZphHIl1,spotify:track:1wtcyTExLF8nZu9ZphHIl1,https://api.spotify.com/v1/tracks/1wtcyTExLF8nZu9ZphHIl1,https://api.spotify.com/v1/audio-analysis/1wtcyTExLF8nZu9ZphHIl1,159867,4
0.733,0.636,0,-7.835,1,0.0264,0.22,5.95e-06,0.0753,0.868,92.531,audio_features,526QkBX0SrXpd2SRFVgPZs,spotify:track:526QkBX0SrXpd2SRFVgPZs,https://api.spotify.com/v1/tracks/526QkBX0SrXpd2SRFVgPZs,https://api.spotify.com/v1/audio-analysis/526QkBX0SrXpd2SRFVgPZs,253133,4
0.589,0.588,10,-13.29,1,0.0334,0.121,0.0396,0.179,0.81,151.033,audio_features,7dwgvrv1SrryEYG2MMNuXN,spotify:track:7dwgvrv1SrryEYG2MMNuXN,https://api.spotify.com/v1/tracks/7dwgvrv1SrryEYG2MMNuXN,https://api.spotify.com/v1/audio-analysis/7dwgvrv1SrryEYG2MMNuXN,169600,4
0.48,0.633,7,-9.09,1,0.135,0.606,0.0,0.323,0.887,186.113,audio_features,0y6Q2VBjyEbcfQcQHVRLu6,spotify:track:0y6Q2VBjyEbcfQcQHVRLu6,https://api.spotify.com/v1/tracks/0y6Q2VBjyEbcfQcQHVRLu6,https://api.spotify.com/v1/audio-analysis/0y6Q2VBjyEbcfQcQHVRLu6,174533,4
