danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.853,0.795,7,-7.346,1,0.06,0.0714,0.104,0.0961,0.803,125.014,audio_features,6qOY5MMxZuN2DQGOJ6qSKR,spotify:track:6qOY5MMxZuN2DQGOJ6qSKR,https://api.spotify.com/v1/tracks/6qOY5MMxZuN2DQGOJ6qSKR,https://api.spotify.com/v1/audio-analysis/6qOY5MMxZuN2DQGOJ6qSKR,133728,4
0.657,0.788,1,-7.209,1,0.0429,0.0205,0.161,0.073,0.455,125.997,audio_features,1okhlrAG0YsKTx9PpPprXv,spotify:track:1okhlrAG0YsKTx9PpPprXv,https://api.spotify.com/v1/tracks/1okhlrAG0YsKTx9PpPprXv,https://api.spotify.com/v1/audio-analysis/1okhlrAG0YsKTx9PpPprXv,215243,4
0.726,0.928,8,-8.511,0,0.0478,0.0448,0.874,0.0755,0.322,127.031,audio_features,0GNDtlr5gUvO8SfjIkj3bP,spotify:track:0GNDtlr5gUvO8SfjIkj3bP,https://api.spotify.com/v1/tracks/0GNDtlr5gUvO8SfjIkj3bP,https://api.spotify.com/v1/audio-analysis/0GNDtlr5gUvO8SfjIkj3bP,273486,4
0.819,0.599,11,-6.778,1,0.039,0.347,0.824,0.083,0.489,127.986,audio_features,0WfOuXw05LJq4ik1lVvTzi,spotify:track:0WfOuXw05LJq4ik1lVvTzi,https://api.spotify.com/v1/tracks/0WfOuXw05LJq4ik1lVvTzi,https://api.spotify.com/v1/audio-analysis/0WfOuXw05LJq4ik1lVvTzi,246507,4
0.598,0.559,5,-5.835,1,0.0387,0.019,0.0,0.17,0.19,122.066,audio_features,5qpEtUsEI1VkG63MNlRrAC,spotify:track:5qpEtUsEI1VkG63MNlRrAC,https://api.spotify.com/v1/tracks/5qpEtUsEI1VkG63MNlRrAC,https://api.spotify.com/v1/audio-analysis/5qpEtUsEI1VkG63MNlRrAC,179853,4
0.883,0.54,10,-8.794,0,0.0644,0.000955,0.0619,0.0528,0.236,112.017,audio_features,7uhOIYLVWbBZ6ISBoyiMrl,spotify:track:7uhOIYLVWbBZ6ISBoyiMrl,https://api.spotify.com/v1/tracks/7uhOIYLVWbBZ6ISBoyiMrl,https://api.spotify.com/v1/audio-analysis/7uhOIYLVWbBZ6ISBoyiMrl,433136,4
0.685,0.716,1,-4.053,0,0.0914,0.111,0.0,0.251,0.4,125.944,audio_features,7oIN5Dc6kaetarZgBvII8H,spotify:track:7oIN5Dc6kaetarZgBvII8H,https://api.spotify.com/v1/tracks/7oIN5Dc6kaetarZgBvII8H,https://api.spotify.com/v1/audio-analysis/7oIN5Dc6kaetarZgBvII8H,189544,4
0.578,0.894,2,-4.671,1,0.0593,0.00158,7.51e-06,0.383,0.522,139.99,audio_features,1OGVFkHHzgupyil0N386Q5,spotify:track:1OGVFkHHzgupyil0N386Q5,https://api.spotify.com/v1/tracks/1OGVFkHHzgupyil0N386Q5,https://api.spotify.com/v1/audio-analysis/1OGVFkHHzgupyil0N386Q5,153040,4
0.573,0.708,5,-4.144,0,0.0433,0.0117,0.0,0.302,0.893,81.963,audio_features,5jbF98Etpr6mBTwEZ5efyW,spotify:track:5jbF98Etpr6mBTwEZ5efyW,https://api.spotify.com/v1/tracks/5jbF98Etpr6mBTwEZ5efyW,https://api.spotify.com/v1/audio-analysis/5jbF98Etpr6mBTwEZ5efyW,164253,4
0.446,0.778,7,-4.774,1,0.173,0.000201,0.662,0.0492,0.683,94.508,audio_features,6Ci6L6EeLqR6VHV1DBJy2S,spotify:track:6Ci6L6EeLqR6VHV1DBJy2S,https://api.spotify.com/v1/tracks/6Ci6L6EeLqR6VHV1DBJy2S,https://api.spotify.com/v1/audio-analysis/6Ci6L6EeLqR6VHV1DBJy2S,209480,4
0.517,0.848,10,-4.054,1,0.0521,0.00581,0.0,0.214,0.429,95.906,audio_features,1F9kEuwT29fgqlovIclu81,spotify:track:1F9kEuwT29fgqlovIclu81,https://api.spotify.com/v1/tracks/1F9kEuwT29fgqlovIclu81,https://api.spotify.com/v1/audio-analysis/1F9kEuwT29fgqlovIclu81,188779,4
0.427,0.617,5,-6.246,0,0.084,0.00207,2.89e-05,0.241,0.403,113.216,audio_features,0osszNZH6LSuk4AzVNh7KC,spotify:track:0osszNZH6LSuk4AzVNh7KC,https://api.spotify.com/v1/tracks/0osszNZH6LSuk4AzVNh7KC,https://api.spotify.com/v1/audio-analysis/0osszNZH6LSuk4AzVNh7KC,234798,4
0.51,0.726,7,-5.578,1,0.0359,0.00168,0.0,0.0647,0.228,140.017,audio_features,3QSVzVODWkWzGeDOGHZW0F,spotify:track:3QSVzVODWkWzGeDOGHZW0F,https://api.spotify.com/v1/tracks/3QSVzVODWkWzGeDOGHZW0F,https://api.spotify.com/v1/audio-analysis/3QSVzVODWkWzGeDOGHZW0F,204199,4
0.569,0.891,3,-4.527,0,0.0671,2.42e-05,3.32e-05,0.32,0.646,116.985,audio_features,1NkHDIbGjHqFjZJrdHjQGZ,spotify:track:1NkHDIbGjHqFjZJrdHjQGZ,https://api.spotify.com/v1/tracks/1NkHDIbGjHqFjZJrdHjQGZ,https://api.spotify.com/v1/audio-analysis/1NkHDIbGjHqFjZJrdHjQGZ,191440,4
0.506,0.9,8,-5.137,1,0.0414,0.000656,9.21e-05,0.467,0.348,150.009,audio_features,1PXUZ5Cpat6HipfJkn31ng,spotify:track:1PXUZ5Cpat6HipfJkn31ng,https://api.spotify.com/v1/tracks/1PXUZ5Cpat6HipfJkn31ng,https://api.spotify.com/v1/audio-analysis/1PXUZ5Cpat6HipfJkn31ng,232367,4
0.615,0.785,1,-4.88,1,0.0632,0.0186,1.19e-05,0.166,0.369,150.03,audio_features,38X7LavheHbSg0UwjRUNcf,spotify:track:38X7LavheHbSg0UwjRUNcf,https://api.spotify.com/v1/tracks/38X7LavheHbSg0UwjRUNcf,https://api.spotify.com/v1/audio-analysis/38X7LavheHbSg0UwjRUNcf,169600,4
0.457,0.804,6,-4.756,0,0.0362,0.000206,0.0,0.197,0.523,155.022,audio_features,0zu5YEA4jVLa36NtZHS6SO,spotify:track:0zu5YEA4jVLa36NtZHS6SO,https://api.spotify.com/v1/tracks/0zu5YEA4jVLa36NtZHS6SO,https://api.spotify.com/v1/audio-analysis/0zu5YEA4jVLa36NtZHS6SO,171033,4
0.246,0.945,9,-3.809,1,0.111,0.000905,0.606,0.103,0.318,157.408,audio_features,3qaRqV7dTbQV2VVMhd0ejd,spotify:track:3qaRqV7dTbQV2VVMhd0ejd,https://api.spotify.com/v1/tracks/3qaRqV7dTbQV2VVMhd0ejd,https://api.spotify.com/v1/audio-analysis/3qaRqV7dTbQV2VVMhd0ejd,238985,4
0.471,0.9,8,-2.283,0,0.0832,0.0148,3.13e-06,0.082,0.362,91.318,audio_features,03Szk0skbXqllHkNCVZI9p,spotify:track:03Szk0skbXqllHkNCVZI9p,https://api.spotify.com/v1/tracks/03Szk0skbXqllHkNCVZI9p,https://api.spotify.com/v1/audio-analysis/03Szk0skbXqllHkNCVZI9p,270215,4
0.578,0.952,0,-3.622,1,0.0567,0.00566,0.000249,0.189,0.686,140.097,audio_features,07cZs4Bn5aMHsQMFZ7MOui,spotify:track:07cZs4Bn5aMHsQMFZ7MOui,https://api.spotify.com/v1/tracks/07cZs4Bn5aMHsQMFZ7MOui,https://api.spotify.com/v1/audio-analysis/07cZs4Bn5aMHsQMFZ7MOui,185832,4
0.497,0.916,7,-3.323,1,0.108,0.000323,0.0,0.36,0.401,96.051,audio_features,3aniWcwiiYKHpm3F5TdeKD,spotify:track:3aniWcwiiYKHpm3F5TdeKD,https://api.spotify.com/v1/tracks/3aniWcwiiYKHpm3F5TdeKD,https://api.spotify.com/v1/audio-analysis/3aniWcwiiYKHpm3F5TdeKD,215004,4
0.528,0.908,1,-4.243,0,0.0913,0.0485,0.000581,0.239,0.296,154.958,audio_features,11zEEKMORg4bIyGZ9HpkKz,spotify:track:11zEEKMORg4bIyGZ9HpkKz,https://api.spotify.com/v1/tracks/11zEEKMORg4bIyGZ9HpkKz,https://api.spotify.com/v1/audio-analysis/11zEEKMORg4bIyGZ9HpkKz,165891,4
0.492,0.975,6,-0.912,1,0.0816,0.00237,0.0,0.0668,0.611,159.03,audio_features,0MQJeDkttKvgDkcnfZXYbF,spotify:track:0MQJeDkttKvgDkcnfZXYbF,https://api.spotify.com/v1/tracks/0MQJeDkttKvgDkcnfZXYbF,https://api.spotify.com/v1/audio-analysis/0MQJeDkttKvgDkcnfZXYbF,198547,4
0.5,0.932,7,-4.564,1,0.127,3.42e-05,0.000676,0.102,0.419,139.981,audio_features,1RYI0fqfKDuLi8e4B9XwSe,spotify:track:1RYI0fqfKDuLi8e4B9XwSe,https://api.spotify.com/v1/tracks/1RYI0fqfKDuLi8e4B9XwSe,https://api.spotify.com/v1/audio-analysis/1RYI0fqfKDuLi8e4B9XwSe,225840,4
0.56,0.623,8,-5.613,1,0.0407,0.00109,0.000303,0.32,0.479,119.88,audio_features,0dEV2eu30iSwy4D8tyflqt,spotify:track:0dEV2eu30iSwy4D8tyflqt,https://api.spotify.com/v1/tracks/0dEV2eu30iSwy4D8tyflqt,https://api.spotify.com/v1/audio-analysis/0dEV2eu30iSwy4D8tyflqt,224307,4
0.588,0.856,9,-5.242,0,0.0316,0.000818,0.0739,0.238,0.635,96.966,audio_features,2z0IupRlVRlDN5r2IVqHyN,spotify:track:2z0IupRlVRlDN5r2IVqHyN,https://api.spotify.com/v1/tracks/2z0IupRlVRlDN5r2IVqHyN,https://api.spotify.com/v1/audio-analysis/2z0IupRlVRlDN5r2IVqHyN,175044,4
0.503,0.685,9,-6.48,0,0.0423,0.0421,0.0,0.0674,0.508,146.997,audio_features,5z3fn2F5AyFbsjrOyzSnAB,spotify:track:5z3fn2F5AyFbsjrOyzSnAB,https://api.spotify.com/v1/tracks/5z3fn2F5AyFbsjrOyzSnAB,https://api.spotify.com/v1/audio-analysis/5z3fn2F5AyFbsjrOyzSnAB,200067,4
0.368,0.769,4,-5.002,1,0.0731,0.000153,0.919,0.0657,0.378,187.239,audio_features,6HegTbeiZZ9iN6Dp3TLJhx,spotify:track:6HegTbeiZZ9iN6Dp3TLJhx,https://api.spotify.com/v1/tracks/6HegTbeiZZ9iN6Dp3TLJhx,https://api.spotify.com/v1/audio-analysis/6HegTbeiZZ9iN6Dp3TLJhx,196804,4
0.484,0.741,2,-5.298,1,0.0411,0.0228,0.000164,0.31,0.137,85.076,audio_features,08CVVZ9HYOXzPRAIV0w8nq,spotify:track:08CVVZ9HYOXzPRAIV0w8nq,https://api.spotify.com/v1/tracks/08CVVZ9HYOXzPRAIV0w8nq,https://api.spotify.com/v1/audio-analysis/08CVVZ9HYOXzPRAIV0w8nq,222317,4
0.436,0.863,3,-4.934,0,0.056,0.00144,0.00375,0.0944,0.455,124.971,audio_features,740eZizATBkHBPSuFKaGvF,spotify:track:740eZizATBkHBPSuFKaGvF,https://api.spotify.com/v1/tracks/740eZizATBkHBPSuFKaGvF,https://api.spotify.com/v1/audio-analysis/740eZizATBkHBPSuFKaGvF,242407,4
0.389,0.975,7,-3.682,1,0.0983,0.000109,9.84e-06,0.249,0.38,169.858,audio_features,5ndiViQR5pAE1WPWTINHQb,spotify:track:5ndiViQR5pAE1WPWTINHQb,https://api.spotify.com/v1/tracks/5ndiViQR5pAE1WPWTINHQb,https://api.spotify.com/v1/audio-analysis/5ndiViQR5pAE1WPWTINHQb,217588,4
0.459,0.698,2,-8.079,0,0.051,0.0294,0.777,0.139,0.165,147.954,audio_features,0c2OTdcvtEtz3EEoNrs3ge,spotify:track:0c2OTdcvtEtz3EEoNrs3ge,https://api.spotify.com/v1/tracks/0c2OTdcvtEtz3EEoNrs3ge,https://api.spotify.com/v1/audio-analysis/0c2OTdcvtEtz3EEoNrs3ge,314719,4
0.373,0.944,11,-3.99,1,0.0998,0.00265,3.55e-05,0.422,0.376,165.881,audio_features,74zUPQTB6HMnfS1cagJnd8,spotify:track:74zUPQTB6HMnfS1cagJnd8,https://api.spotify.com/v1/tracks/74zUPQTB6HMnfS1cagJnd8,https://api.spotify.com/v1/audio-analysis/74zUPQTB6HMnfS1cagJnd8,232933,4
0.492,0.911,1,-3.891,0,0.113,0.015,0.0,0.345,0.429,168.024,audio_features,2Qjkvp4GLlL60lFXtEte0X,spotify:track:2Qjkvp4GLlL60lFXtEte0X,https://api.spotify.com/v1/tracks/2Qjkvp4GLlL60lFXtEte0X,https://api.spotify.com/v1/audio-analysis/2Qjkvp4GLlL60lFXtEte0X,189543,4
0.66,0.625,7,-5.277,1,0.324,0.0829,0.0145,0.0776,0.686,166.284,audio_features,0n0TbMUY2xrZlvd5J6XsqO,spotify:track:0n0TbMUY2xrZlvd5J6XsqO,https://api.spotify.com/v1/tracks/0n0TbMUY2xrZlvd5J6XsqO,https://api.spotify.com/v1/audio-analysis/0n0TbMUY2xrZlvd5J6XsqO,169741,4
0.614,0.91,11,-3.175,0,0.0444,0.00956,0.000301,0.343,0.407,128.973,audio_features,38g0al4YO0WctLwI4Z8394,spotify:track:38g0al4YO0WctLwI4Z8394,https://api.spotify.com/v1/tracks/38g0al4YO0WctLwI4Z8394,https://api.spotify.com/v1/audio-analysis/38g0al4YO0WctLwI4Z8394,232907,3
0.591,0.947,0,-3.259,1,0.0838,0.065,0.0,0.23,0.542,177.064,audio_features,2gxYf0Tdnn65M6HKzFU1ye,spotify:track:2gxYf0Tdnn65M6HKzFU1ye,https://api.spotify.com/v1/tracks/2gxYf0Tdnn65M6HKzFU1ye,https://api.spotify.com/v1/audio-analysis/2gxYf0Tdnn65M6HKzFU1ye,164485,4
0.464,0.764,8,-5.627,1,0.0324,0.017,0.0,0.101,0.589,81.814,audio_features,5oKBOiiJceLlAEQ4VaVe8p,spotify:track:5oKBOiiJceLlAEQ4VaVe8p,https://api.spotify.com/v1/tracks/5oKBOiiJceLlAEQ4VaVe8p,https://api.spotify.com/v1/audio-analysis/5oKBOiiJceLlAEQ4VaVe8p,185200,4
0.648,0.564,9,-3.972,1,0.0322,0.216,0.0,0.0854,0.357,132.932,audio_features,7CFbskWjyQA92IvdApIIpV,spotify:track:7CFbskWjyQA92IvdApIIpV,https://api.spotify.com/v1/tracks/7CFbskWjyQA92IvdApIIpV,https://api.spotify.com/v1/audio-analysis/7CFbskWjyQA92IvdApIIpV,139729,4
0.462,0.914,8,-6.382,1,0.0416,0.00124,0.000125,0.0978,0.326,142.978,audio_features,4U7B8upa2xDTudFoGrBJ6G,spotify:track:4U7B8upa2xDTudFoGrBJ6G,https://api.spotify.com/v1/tracks/4U7B8upa2xDTudFoGrBJ6G,https://api.spotify.com/v1/audio-analysis/4U7B8upa2xDTudFoGrBJ6G,233907,4
0.59,0.838,6,-4.896,0,0.0425,0.000141,0.00277,0.115,0.572,118.056,audio_features,4NDffVrm7zr0vJSzakrBbw,spotify:track:4NDffVrm7zr0vJSzakrBbw,https://api.spotify.com/v1/tracks/4NDffVrm7zr0vJSzakrBbw,https://api.spotify.com/v1/audio-analysis/4NDffVrm7zr0vJSzakrBbw,189153,4
0.44,0.95,1,-2.993,1,0.0769,0.00449,1.6e-06,0.363,0.51,144.981,audio_features,4HBAUb51EPTPdYKCUR8Djg,spotify:track:4HBAUb51EPTPdYKCUR8Djg,https://api.spotify.com/v1/tracks/4HBAUb51EPTPdYKCUR8Djg,https://api.spotify.com/v1/audio-analysis/4HBAUb51EPTPdYKCUR8Djg,215925,4
0.528,0.926,6,-4.49,0,0.0971,0.000253,0.0,0.147,0.389,129.976,audio_features,3t3rnRd26jLl1SajTgPkSY,spotify:track:3t3rnRd26jLl1SajTgPkSY,https://api.spotify.com/v1/tracks/3t3rnRd26jLl1SajTgPkSY,https://api.spotify.com/v1/audio-analysis/3t3rnRd26jLl1SajTgPkSY,221986,4
0.473,0.898,6,-3.537,0,0.0363,7.34e-06,0.56,0.311,0.405,104.031,audio_features,0yCOoelohpXq6XEJbVX2Ci,spotify:track:0yCOoelohpXq6XEJbVX2Ci,https://api.spotify.com/v1/tracks/0yCOoelohpXq6XEJbVX2Ci,https://api.spotify.com/v1/audio-analysis/0yCOoelohpXq6XEJbVX2Ci,347941,4
0.252,0.957,1,-2.318,0,0.473,0.00268,0.000451,0.0834,0.192,187.853,audio_features,4laL1b43eMOm6Jkx4LzBl1,spotify:track:4laL1b43eMOm6Jkx4LzBl1,https://api.spotify.com/v1/tracks/4laL1b43eMOm6Jkx4LzBl1,https://api.spotify.com/v1/audio-analysis/4laL1b43eMOm6Jkx4LzBl1,199788,4
0.238,0.946,10,-4.054,0,0.126,0.000147,0.000706,0.166,0.276,158.757,audio_features,1QmhRaPMEMuYKRutxt9ond,spotify:track:1QmhRaPMEMuYKRutxt9ond,https://api.spotify.com/v1/tracks/1QmhRaPMEMuYKRutxt9ond,https://api.spotify.com/v1/audio-analysis/1QmhRaPMEMuYKRutxt9ond,205831,4
0.53,0.759,7,-7.067,1,0.0351,0.00984,0.0,0.319,0.502,131.999,audio_features,3NUmUIyzNLBp8bCFMH8Mif,spotify:track:3NUmUIyzNLBp8bCFMH8Mif,https://api.spotify.com/v1/tracks/3NUmUIyzNLBp8bCFMH8Mif,https://api.spotify.com/v1/audio-analysis/3NUmUIyzNLBp8bCFMH8Mif,253840,4
0.458,0.98,1,-3.651,1,0.0808,0.000205,6.29e-05,0.127,0.4,118.964,audio_features,3C2yrpMcXa3b9JsG3kLPb1,spotify:track:3C2yrpMcXa3b9JsG3kLPb1,https://api.spotify.com/v1/tracks/3C2yrpMcXa3b9JsG3kLPb1,https://api.spotify.com/v1/audio-analysis/3C2yrpMcXa3b9JsG3kLPb1,258333,4
0.546,0.76,9,-6.887,0,0.0399,0.00629,4.66e-05,0.0737,0.41,101.936,audio_features,13HPn0OyGLPtJ6iUNiwLYg,spotify:track:13HPn0OyGLPtJ6iUNiwLYg,https://api.spotify.com/v1/tracks/13HPn0OyGLPtJ6iUNiwLYg,https://api.spotify.com/v1/audio-analysis/13HPn0OyGLPtJ6iUNiwLYg,188027,4
0.536,0.845,2,-5.765,1,0.0615,0.0033,0.0,0.0465,0.6,159.953,audio_features,3MTfE3Mo3lfwAymYLU2luX,spotify:track:3MTfE3Mo3lfwAymYLU2luX,https://api.spotify.com/v1/tracks/3MTfE3Mo3lfwAymYLU2luX,https://api.spotify.com/v1/audio-analysis/3MTfE3Mo3lfwAymYLU2luX,208296,4
0.397,0.808,10,-5.578,0,0.0577,0.00402,0.0,0.0809,0.23,155.094,audio_features,2xAjXvmMqqlnVhNvpGLzeY,spotify:track:2xAjXvmMqqlnVhNvpGLzeY,https://api.spotify.com/v1/tracks/2xAjXvmMqqlnVhNvpGLzeY,https://api.spotify.com/v1/audio-analysis/2xAjXvmMqqlnVhNvpGLzeY,209032,4
0.515,0.949,1,-3.521,0,0.0806,0.000103,1.22e-05,0.348,0.308,124.069,audio_features,7gAfY8Y5aBrsAfNaejxXMY,spotify:track:7gAfY8Y5aBrsAfNaejxXMY,https://api.spotify.com/v1/tracks/7gAfY8Y5aBrsAfNaejxXMY,https://api.spotify.com/v1/audio-analysis/7gAfY8Y5aBrsAfNaejxXMY,168145,4
0.472,0.849,4,-3.738,1,0.0315,0.00362,0.0,0.0973,0.31,144.065,audio_features,574469CWNKsxl4D7RF1fJt,spotify:track:574469CWNKsxl4D7RF1fJt,https://api.spotify.com/v1/tracks/574469CWNKsxl4D7RF1fJt,https://api.spotify.com/v1/audio-analysis/574469CWNKsxl4D7RF1fJt,169451,4
0.395,0.899,7,-4.076,1,0.193,0.00621,3.02e-06,0.122,0.465,120.05,audio_features,4ir6NsnWKTGrGQyGyVivZl,spotify:track:4ir6NsnWKTGrGQyGyVivZl,https://api.spotify.com/v1/tracks/4ir6NsnWKTGrGQyGyVivZl,https://api.spotify.com/v1/audio-analysis/4ir6NsnWKTGrGQyGyVivZl,193000,4
0.592,0.72,1,-5.528,0,0.0464,0.101,0.0162,0.107,0.448,153.033,audio_features,5m1RyFwPGVsgSLNUMsHjql,spotify:track:5m1RyFwPGVsgSLNUMsHjql,https://api.spotify.com/v1/tracks/5m1RyFwPGVsgSLNUMsHjql,https://api.spotify.com/v1/audio-analysis/5m1RyFwPGVsgSLNUMsHjql,283791,4
0.367,0.907,6,-7.017,1,0.172,0.00258,0.000261,0.391,0.478,89.133,audio_features,54GKait2I9il0xBVBo6HPc,spotify:track:54GKait2I9il0xBVBo6HPc,https://api.spotify.com/v1/tracks/54GKait2I9il0xBVBo6HPc,https://api.spotify.com/v1/audio-analysis/54GKait2I9il0xBVBo6HPc,175412,4
0.597,0.646,6,-7.378,0,0.0344,0.28,0.0,0.111,0.364,126.951,audio_features,7n3u7RrzdXGVcclBEp9aSa,spotify:track:7n3u7RrzdXGVcclBEp9aSa,https://api.spotify.com/v1/tracks/7n3u7RrzdXGVcclBEp9aSa,https://api.spotify.com/v1/audio-analysis/7n3u7RrzdXGVcclBEp9aSa,253121,4
0.532,0.683,5,-7.449,1,0.0541,0.351,0.0,0.984,0.563,147.837,audio_features,3XFY3bKOme4E3QhJqHS1Pi,spotify:track:3XFY3bKOme4E3QhJqHS1Pi,https://api.spotify.com/v1/tracks/3XFY3bKOme4E3QhJqHS1Pi,https://api.spotify.com/v1/audio-analysis/3XFY3bKOme4E3QhJqHS1Pi,260270,4
0.428,0.725,2,-6.035,0,0.188,0.0567,0.0,0.112,0.376,74.946,audio_features,1WTv76ouGCJZ0Rhz15YkIC,spotify:track:1WTv76ouGCJZ0Rhz15YkIC,https://api.spotify.com/v1/tracks/1WTv76ouGCJZ0Rhz15YkIC,https://api.spotify.com/v1/audio-analysis/1WTv76ouGCJZ0Rhz15YkIC,270188,4
0.729,0.414,7,-6.138,0,0.0565,0.291,0.0,0.0793,0.565,85.729,audio_features,2JLVZYEMmqPWbUoAJAMKfm,spotify:track:2JLVZYEMmqPWbUoAJAMKfm,https://api.spotify.com/v1/tracks/2JLVZYEMmqPWbUoAJAMKfm,https://api.spotify.com/v1/audio-analysis/2JLVZYEMmqPWbUoAJAMKfm,232096,3
0.762,0.527,1,-7.266,0,0.203,0.206,0.0086,0.0963,0.516,77.493,audio_features,0FhfNle9FovXRL03awCJbe,spotify:track:0FhfNle9FovXRL03awCJbe,https://api.spotify.com/v1/tracks/0FhfNle9FovXRL03awCJbe,https://api.spotify.com/v1/audio-analysis/0FhfNle9FovXRL03awCJbe,222269,4
0.637,0.299,7,-11.314,1,0.0366,0.742,0.0,0.359,0.364,83.872,audio_features,6VFKuuqSbA1GpMEosUgTwQ,spotify:track:6VFKuuqSbA1GpMEosUgTwQ,https://api.spotify.com/v1/tracks/6VFKuuqSbA1GpMEosUgTwQ,https://api.spotify.com/v1/audio-analysis/6VFKuuqSbA1GpMEosUgTwQ,213214,4
0.449,0.465,0,-8.964,1,0.0791,0.524,1.02e-06,0.303,0.543,89.087,audio_features,3FAJ6O0NOHQV8Mc5Ri6ENp,spotify:track:3FAJ6O0NOHQV8Mc5Ri6ENp,https://api.spotify.com/v1/tracks/3FAJ6O0NOHQV8Mc5Ri6ENp,https://api.spotify.com/v1/audio-analysis/3FAJ6O0NOHQV8Mc5Ri6ENp,198371,3
0.554,0.507,11,-6.099,0,0.166,0.246,0.0,0.283,0.34,137.876,audio_features,72ZrqClOsbyE8gdeW28EMy,spotify:track:72ZrqClOsbyE8gdeW28EMy,https://api.spotify.com/v1/tracks/72ZrqClOsbyE8gdeW28EMy,https://api.spotify.com/v1/audio-analysis/72ZrqClOsbyE8gdeW28EMy,193840,4
0.661,0.693,6,-6.553,0,0.196,0.324,0.0336,0.0959,0.613,82.058,audio_features,5SFssNXGjeOxdAnECfgttm,spotify:track:5SFssNXGjeOxdAnECfgttm,https://api.spotify.com/v1/tracks/5SFssNXGjeOxdAnECfgttm,https://api.spotify.com/v1/audio-analysis/5SFssNXGjeOxdAnECfgttm,302240,4
0.721,0.565,0,-9.157,0,0.28,0.248,0.0,0.284,0.597,93.8,audio_features,1Jz1yhcPm1Yt6aoed3zact,spotify:track:1Jz1yhcPm1Yt6aoed3zact,https://api.spotify.com/v1/tracks/1Jz1yhcPm1Yt6aoed3zact,https://api.spotify.com/v1/audio-analysis/1Jz1yhcPm1Yt6aoed3zact,227234,4
0.499,0.612,4,-5.947,0,0.127,0.171,4.99e-05,0.0993,0.218,157.218,audio_features,5XqDJFVCyRTm5J7cIfRmR1,spotify:track:5XqDJFVCyRTm5J7cIfRmR1,https://api.spotify.com/v1/tracks/5XqDJFVCyRTm5J7cIfRmR1,https://api.spotify.com/v1/audio-analysis/5XqDJFVCyRTm5J7cIfRmR1,217801,4
0.392,0.548,6,-5.929,1,0.101,0.376,0.000138,0.084,0.162,78.443,audio_features,2kMarngrIWYgmAdVjruuuW,spotify:track:2kMarngrIWYgmAdVjruuuW,https://api.spotify.com/v1/tracks/2kMarngrIWYgmAdVjruuuW,https://api.spotify.com/v1/audio-analysis/2kMarngrIWYgmAdVjruuuW,217391,3
0.615,0.551,7,-6.763,0,0.144,0.285,0.00105,0.109,0.363,142.019,audio_features,7aJwamBFV2pjHTXUnlDgZb,spotify:track:7aJwamBFV2pjHTXUnlDgZb,https://api.spotify.com/v1/tracks/7aJwamBFV2pjHTXUnlDgZb,https://api.spotify.com/v1/audio-analysis/7aJwamBFV2pjHTXUnlDgZb,196657,4
0.358,0.356,8,-7.477,0,0.0543,0.799,0.0,0.196,0.231,81.154,audio_features,5Jg9DV3m2umJpoHXV2e6j8,spotify:track:5Jg9DV3m2umJpoHXV2e6j8,https://api.spotify.com/v1/tracks/5Jg9DV3m2umJpoHXV2e6j8,https://api.spotify.com/v1/audio-analysis/5Jg9DV3m2umJpoHXV2e6j8,211347,4
0.65,0.657,1,-3.397,0,0.0567,0.00936,0.0139,0.368,0.432,144.215,audio_features,6x51Lq4KaHqB6rHfCpaI5H,spotify:track:6x51Lq4KaHqB6rHfCpaI5H,https://api.spotify.com/v1/tracks/6x51Lq4KaHqB6rHfCpaI5H,https://api.spotify.com/v1/audio-analysis/6x51Lq4KaHqB6rHfCpaI5H,191667,4
0.703,0.705,1,-6.676,0,0.34,0.135,1.97e-06,0.0611,0.601,138.227,audio_features,4CPszpSnlbgnQLIQYyzIR2,spotify:track:4CPszpSnlbgnQLIQYyzIR2,https://api.spotify.com/v1/tracks/4CPszpSnlbgnQLIQYyzIR2,https://api.spotify.com/v1/audio-analysis/4CPszpSnlbgnQLIQYyzIR2,287322,4
0.685,0.572,0,-5.685,0,0.147,0.11,0.0,0.183,0.275,117.336,audio_features,7LJZyNjN5U0LdYSBQ9hlLz,spotify:track:7LJZyNjN5U0LdYSBQ9hlLz,https://api.spotify.com/v1/tracks/7LJZyNjN5U0LdYSBQ9hlLz,https://api.spotify.com/v1/audio-analysis/7LJZyNjN5U0LdYSBQ9hlLz,188293,4
0.803,0.889,4,-3.698,0,0.0797,0.129,0.00785,0.0374,0.671,109.992,audio_features,5f2CDk3D2XX8XyL6kViwZI,spotify:track:5f2CDk3D2XX8XyL6kViwZI,https://api.spotify.com/v1/tracks/5f2CDk3D2XX8XyL6kViwZI,https://api.spotify.com/v1/audio-analysis/5f2CDk3D2XX8XyL6kViwZI,204229,4
0.65,0.582,9,-6.543,0,0.101,0.811,0.00314,0.0812,0.369,135.894,audio_features,6T3Ebo7EOh8cUOyE4OhFpp,spotify:track:6T3Ebo7EOh8cUOyE4OhFpp,https://api.spotify.com/v1/tracks/6T3Ebo7EOh8cUOyE4OhFpp,https://api.spotify.com/v1/audio-analysis/6T3Ebo7EOh8cUOyE4OhFpp,204706,4
